entity_id,state,last_changed
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T11:28:29.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T11:29:03.043Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T11:31:24.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T11:31:58.037Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T11:35:25.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T11:35:58.953Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T11:36:41.937Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T11:37:14.958Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T11:43:27.939Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T11:44:00.952Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T12:13:19.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T12:13:52.980Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T12:22:50.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T12:23:23.950Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T12:24:06.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T12:24:39.955Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T12:29:46.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T12:30:19.963Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T12:44:47.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T12:45:20.950Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T12:50:27.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T12:51:43.992Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T12:52:59.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T12:53:33.078Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T12:55:21.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T12:55:54.992Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T13:20:49.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T13:21:23.016Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T13:27:35.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T13:28:52.055Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T13:35:37.940Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T13:36:11.073Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T13:46:47.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T13:47:20.953Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T14:00:09.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T14:00:43.005Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T14:02:31.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T14:03:04.967Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T14:03:47.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T14:04:20.969Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T14:12:45.936Z
